Loan_ID,Application_Date,Customer_Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans_Count,Number_of_Dependents,Home_Ownership,Region,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Monthly_Installment,Debt_to_Income_Ratio,Loan_Status,Repayment_Status
LN303669,2025-03-26,44,Male,Single,Bachelor's,Salaried,46773.13,727.0,1,0,Rent,Europe,Debt Consolidation,13206.6,24,7.8,596.09,20.46,Approved,On-Time
LN304383,2025-03-26,32,Male,Divorced,Master's,Salaried,101319.9,714.0,0,2,Rent,Europe,Education,13075.37,24,7.72,589.7,6.98,Approved,On-Time
LN304266,2025-03-26,29,Male,Married,Master's,Salaried,49083.78,691.0,0,3,Mortgage,Africa,Personal,16535.19,36,9.17,527.12,12.89,Approved,On-Time
LN302361,2025-03-26,31,Male,Divorced,Bachelor's,Salaried,21385.68,536.0,1,2,Own,North America,Auto,37884.4,24,10.71,1760.61,95.0,Pending,N/A
LN302731,2025-03-26,27,Male,Married,High School,Salaried,49446.36,736.0,0,3,Mortgage,North America,Business,137491.27,84,7.57,2113.63,51.3,Approved,On-Time
LN303396,2025-03-27,22,Male,Married,High School,Self-Employed,30246.37,646.0,2,5,Mortgage,Asia,Education,17291.86,36,7.48,537.73,39.08,Approved,On-Time
LN304698,2025-03-27,45,Male,Single,Bachelor's,Salaried,62982.84,694.0,2,0,Rent,South America,Auto,43400.77,60,9.05,901.98,23.73,Approved,Late Payments
LN302022,2025-03-27,57,Female,Single,High School,Self-Employed,84738.22,690.0,4,0,Rent,North America,Home,199498.33,36,8.73,6318.95,95.0,Approved,On-Time
LN303950,2025-03-27,34,Female,Married,High School,Salaried,54287.5,810.0,0,1,Own,Asia,Home,101972.98,84,5.4,1460.52,32.28,Approved,On-Time
LN300622,2025-03-27,41,Male,Married,Bachelor's,Self-Employed,24763.84,698.0,3,0,Mortgage,North America,Business,21900.44,36,6.83,674.52,53.17,Approved,On-Time
LN304151,2025-03-28,22,Male,Divorced,PhD,Unemployed,15439.19,554.0,2,0,Mortgage,Asia,Education,9770.83,180,10.36,107.16,43.87,Pending,N/A
LN302081,2025-03-28,49,Male,Single,Bachelor's,Business Owner,29967.43,638.0,1,0,Mortgage,Asia,Debt Consolidation,19232.05,36,10.56,625.63,30.36,Approved,On-Time
LN301030,2025-03-28,41,Male,Single,Bachelor's,Salaried,25325.09,610.0,1,2,Own,North America,Debt Consolidation,30001.22,24,10.27,1388.15,78.1,Rejected,N/A
LN305681,2025-03-28,39,Male,Married,Bachelor's,Salaried,,662.0,0,4,Mortgage,South America,Auto,22532.49,60,8.86,466.21,13.72,Approved,Late Payments
LN305838,2025-03-28,37,Male,Single,Bachelor's,Self-Employed,38273.71,529.0,1,0,Own,North America,Debt Consolidation,16320.31,60,10.86,353.7,20.54,Approved,On-Time
LN303873,2025-03-28,52,Female,Single,High School,Self-Employed,28505.95,720.0,0,5,Mortgage,Europe,Auto,37423.16,12,6.7,3232.93,95.0,Pending,N/A
LN306758,2025-03-29,21,Other,Single,High School,Salaried,,620.0,2,3,Own,North America,Education,4414.51,24,9.34,202.37,13.53,Approved,On-Time
LN302737,2025-03-29,32,Male,Single,Bachelor's,Self-Employed,,708.0,0,1,Mortgage,Asia,Auto,22169.7,48,7.66,537.7,15.83,Approved,On-Time
LN304358,2025-03-29,50,Male,Divorced,High School,Salaried,29139.64,756.0,1,2,Mortgage,Africa,Personal,16640.95,180,7.13,150.79,17.55,Approved,On-Time
LN300548,2025-03-29,39,Female,Married,Master's,Salaried,54186.24,701.0,0,5,Own,North America,Auto,16336.01,24,10.46,757.3,16.77,Approved,On-Time
LN305369,2025-03-29,22,Male,Divorced,High School,Business Owner,75132.05,794.0,0,4,Own,North America,Personal,12008.59,240,6.45,89.18,1.42,Approved,On-Time
LN300958,2025-03-29,47,Female,Single,Bachelor's,Salaried,62598.54,748.0,1,3,Mortgage,Asia,Medical,5034.69,24,6.63,224.57,6.68,Approved,On-Time
LN302150,2025-03-30,43,Female,Married,Master's,Salaried,25607.66,587.0,0,1,Own,Europe,Debt Consolidation,6820.05,60,11.0,148.28,6.95,Approved,On-Time
LN304227,2025-03-30,36,Female,Single,Bachelor's,Self-Employed,45501.2,647.0,0,1,Own,Africa,Business,102159.48,36,10.02,3297.36,86.96,Approved,On-Time
LN300495,2025-03-30,21,Female,Single,Master's,Business Owner,55382.73,572.0,1,2,Rent,Africa,Medical,9272.55,48,9.67,233.71,7.17,Approved,On-Time
LN301774,2025-03-30,41,Male,Single,Master's,Salaried,80668.53,721.0,1,1,Rent,Europe,Personal,7605.68,36,7.64,237.07,7.02,Approved,On-Time
LN304047,2025-03-30,30,Female,Single,High School,Self-Employed,28443.83,614.0,0,2,Rent,North America,Personal,6191.09,36,11.14,203.1,8.57,Approved,On-Time
LN301161,2025-03-30,50,Female,Married,Master's,Self-Employed,,711.0,1,0,Rent,North America,Home,128425.66,24,6.3,5709.28,95.0,Approved,Late Payments
LN300907,2025-03-30,55,Female,Married,Bachelor's,Self-Employed,105462.34,720.0,1,1,Own,South America,Auto,18562.2,180,7.35,170.5,2.94,Approved,On-Time
LN303589,2025-03-30,36,Male,Married,Bachelor's,Self-Employed,57251.6,641.0,4,2,Rent,Europe,Home,159618.58,36,6.81,4914.7,95.0,Pending,N/A
LN302748,2025-03-30,36,Male,Married,High School,Business Owner,108058.68,738.0,0,0,Rent,North America,Education,21451.25,84,6.4,317.5,3.53,Approved,On-Time
LN306037,2025-03-31,43,Female,Single,Bachelor's,Salaried,55937.36,789.0,0,3,Rent,Australia,Medical,6720.31,36,6.39,205.63,4.41,Approved,On-Time
LN300705,2025-03-31,32,Male,Married,Master's,Salaried,94992.2,647.0,1,5,Own,Europe,Debt Consolidation,19126.45,180,7.6,178.39,4.07,Approved,Late Payments
LN303171,2025-03-31,36,Male,Single,High School,Unemployed,24081.92,645.0,3,3,Own,Europe,Personal,14215.95,120,9.46,183.64,37.18,Approved,Late Payments
LN300975,2025-03-31,49,Male,Single,High School,Unemployed,8000.0,454.0,3,1,Own,North America,Business,46261.98,60,13.77,1070.93,95.0,Pending,N/A
LN305170,2025-03-31,63,Male,Married,High School,Salaried,27692.76,652.0,0,3,Rent,Asia,Home,109195.61,60,8.0,2214.09,95.0,Pending,N/A
LN300598,2025-03-31,42,Female,Married,High School,Salaried,22309.82,674.0,3,0,Mortgage,Europe,Home,148199.54,24,8.15,6712.81,95.0,Pending,N/A
LN302104,2025-03-31,35,Female,Divorced,Master's,Unemployed,8000.0,403.0,3,0,Own,North America,Education,24761.24,120,15.08,400.7,95.0,Rejected,N/A
LN306978,2025-03-31,41,Male,Married,Bachelor's,Salaried,50158.47,738.0,3,4,Mortgage,South America,Home,105002.95,60,5.8,2020.25,64.22,Approved,Late Payments
LN302012,2025-03-31,46,Male,Married,High School,Salaried,30900.9,683.0,0,0,Rent,Europe,Debt Consolidation,16143.81,60,8.27,329.43,12.79,Approved,On-Time
LN302884,2025-03-31,40,Male,Divorced,High School,Salaried,20219.56,646.0,0,1,Own,Europe,Auto,29628.07,60,8.21,603.73,35.83,Approved,Late Payments
LN305580,2025-03-31,55,Female,Married,High School,Salaried,37441.86,558.0,0,1,Mortgage,Europe,Home,134597.27,84,10.67,2281.35,73.12,Rejected,N/A
LN306934,2025-04-01,51,Male,Divorced,PhD,Salaried,86265.59,819.0,4,3,Mortgage,Europe,Home,170575.68,36,4.21,5052.02,78.32,Approved,On-Time
LN300762,2025-04-01,46,Male,Married,Bachelor's,Self-Employed,21342.31,656.0,0,0,Rent,Europe,Personal,4750.6,24,7.98,214.81,12.08,Approved,Late Payments
LN303763,2025-04-01,50,Male,Single,High School,Self-Employed,20543.14,552.0,1,0,Own,Europe,Auto,14065.14,84,11.36,243.5,26.98,Approved,On-Time
LN300640,2025-04-01,28,Female,Married,Master's,Salaried,41216.5,658.0,2,3,Rent,Europe,Education,11963.26,120,9.15,152.52,23.29,Approved,On-Time
LN302321,2025-04-01,32,Male,Divorced,High School,Salaried,36411.28,652.0,0,3,Own,Asia,Auto,11293.12,24,8.42,512.92,16.9,Approved,On-Time
LN306771,2025-04-01,61,Male,Married,High School,Self-Employed,42058.62,797.0,0,0,Mortgage,North America,Education,22257.04,24,5.3,979.44,27.94,Approved,On-Time
LN305081,2025-04-01,32,Female,Divorced,Master's,Business Owner,69861.98,648.0,0,1,Mortgage,Europe,Auto,29983.18,12,8.28,2612.07,44.87,Approved,On-Time
LN304646,2025-04-01,48,Male,Single,High School,Salaried,17438.78,743.0,0,1,Own,North America,Home,136066.13,240,5.05,901.74,62.05,Approved,On-Time
LN301945,2025-04-01,43,Male,Married,Master's,Business Owner,78269.95,698.0,0,0,Mortgage,Europe,Education,15908.37,48,8.77,394.15,6.04,Approved,On-Time
LN306614,2025-04-02,57,Female,Married,Master's,Salaried,56110.07,792.0,1,1,Rent,South America,Business,124248.58,48,6.13,2925.39,64.59,Approved,On-Time
LN302190,2025-04-02,39,Female,Single,Bachelor's,Business Owner,82785.26,686.0,2,1,Rent,South America,Business,81289.79,36,9.08,2588.02,44.06,Pending,N/A
LN301540,2025-04-02,40,Male,Married,High School,Salaried,77052.68,764.0,4,1,Mortgage,North America,Home,137506.7,120,3.97,1390.23,36.52,Approved,On-Time
LN300543,2025-04-02,33,Female,Married,Bachelor's,Unemployed,8000.0,425.0,0,4,Rent,Asia,Personal,12310.58,36,13.93,420.33,63.05,Rejected,N/A
LN300771,2025-04-02,32,Male,Widowed,PhD,Salaried,44096.47,606.0,0,3,Mortgage,Asia,Personal,15357.84,120,11.2,213.3,5.8,Approved,On-Time
LN303900,2025-04-02,27,Male,Single,Bachelor's,Salaried,29470.91,686.0,1,1,Rent,North America,Business,118001.69,36,8.7,3735.97,95.0,Pending,N/A
LN303321,2025-04-02,37,Female,Married,Master's,Salaried,31449.5,663.0,3,2,Mortgage,South America,Home,81036.36,60,7.02,1605.38,90.42,Approved,Defaulted
LN305043,2025-04-02,44,Male,Single,Bachelor's,Salaried,34094.52,715.0,0,2,Rent,North America,Home,128065.78,48,7.94,3122.85,95.0,Approved,On-Time
LN300177,2025-04-02,32,Male,Single,Bachelor's,Salaried,23034.0,592.0,0,3,Rent,Europe,Personal,19925.7,84,10.56,336.58,17.53,Approved,On-Time
LN306901,2025-04-02,25,Male,Single,Bachelor's,Salaried,36678.7,726.0,2,5,Rent,South America,Home,110566.21,84,6.74,1654.72,65.91,Approved,On-Time
LN306040,2025-04-03,37,Male,Single,PhD,Salaried,22238.6,602.0,1,0,Rent,Asia,Business,133979.18,84,10.96,2291.23,95.0,Approved,On-Time
LN302270,2025-04-03,41,Male,Single,PhD,Salaried,68478.05,670.0,0,2,Rent,Africa,Business,127057.78,24,8.75,5790.04,95.0,Pending,N/A
LN302946,2025-04-03,33,Female,Divorced,Bachelor's,Salaried,36176.05,674.0,0,0,Rent,South America,Home,157399.46,180,8.21,1523.34,50.53,Approved,On-Time
LN304281,2025-04-03,21,Female,Married,High School,Business Owner,35982.27,631.0,0,3,Own,North America,Auto,12603.97,84,8.78,201.38,6.72,Pending,N/A
LN305243,2025-04-03,37,Male,Divorced,Bachelor's,Business Owner,47988.94,785.0,3,2,Rent,Europe,Debt Consolidation,10844.18,48,5.41,251.75,31.16,Approved,Late Payments
LN305370,2025-04-04,21,Female,Single,High School,Salaried,52274.9,740.0,1,3,Rent,North America,Personal,11536.56,60,7.75,232.54,9.07,Approved,On-Time
LN303504,2025-04-04,57,Male,Single,Bachelor's,Salaried,50906.83,586.0,0,1,Mortgage,Europe,Personal,4620.06,84,9.43,75.34,1.78,Approved,On-Time
LN303745,2025-04-04,21,Male,Married,Bachelor's,Self-Employed,30078.3,615.0,2,1,Rent,Asia,Auto,21914.41,36,10.56,712.89,35.97,Approved,On-Time
LN300809,2025-04-04,43,Female,Single,Bachelor's,Self-Employed,32710.7,652.0,4,1,Rent,South America,Personal,11671.0,48,8.74,288.99,31.43,Approved,On-Time
LN300201,2025-04-04,47,Male,Single,Bachelor's,Business Owner,65114.83,772.0,0,0,Mortgage,South America,Home,131694.81,36,5.74,3990.92,73.55,Approved,On-Time
LN300187,2025-04-04,45,Female,Divorced,High School,Salaried,30116.75,700.0,3,1,Own,North America,Personal,9270.24,120,8.52,115.04,38.3,Approved,On-Time
LN300307,2025-04-05,39,Male,Single,High School,Business Owner,23715.71,614.0,3,3,Rent,South America,Home,163149.7,120,9.34,2096.85,95.0,Approved,Defaulted
LN301363,2025-04-05,24,Female,Married,Master's,Salaried,73192.92,742.0,0,0,Own,Europe,Medical,14454.67,48,6.24,341.06,5.59,Approved,On-Time
LN305257,2025-04-05,44,Female,Married,High School,Business Owner,25906.45,622.0,2,1,Rent,North America,Personal,6963.17,60,9.38,145.83,27.3,Approved,On-Time
LN304465,2025-04-05,45,Male,Married,High School,Business Owner,40473.98,695.0,3,0,Own,Asia,Auto,20667.15,48,6.67,491.74,34.3,Approved,Late Payments
LN300952,2025-04-05,40,Female,Single,Bachelor's,Self-Employed,43308.07,,1,1,Rent,Europe,Auto,21501.51,12,9.11,1881.44,56.96,Pending,N/A
LN306452,2025-04-05,50,Male,Divorced,Bachelor's,Salaried,52966.57,583.0,0,0,Rent,Europe,Auto,21110.56,60,10.98,458.78,10.39,Pending,N/A
LN300132,2025-04-05,39,Male,Married,Bachelor's,Salaried,28681.6,688.0,0,3,Mortgage,Europe,Auto,12260.98,36,8.56,387.39,16.21,Approved,On-Time
LN304906,2025-04-05,31,Female,Married,Master's,Unemployed,16674.3,539.0,2,0,Own,North America,Personal,1621.33,84,13.2,29.67,39.36,Rejected,N/A
LN303680,2025-04-05,40,Female,Married,Master's,Salaried,,725.0,0,3,Rent,Asia,Personal,6614.68,36,5.98,201.17,5.92,Approved,On-Time
LN302928,2025-04-05,44,Female,Married,High School,Self-Employed,41638.7,686.0,2,3,Own,North America,Education,12437.08,60,7.52,249.33,25.74,Approved,On-Time
LN306857,2025-04-06,31,Female,Married,Bachelor's,Salaried,55980.59,660.0,2,3,Rent,Asia,Education,27540.91,48,8.52,679.1,25.8,Approved,On-Time
LN300697,2025-04-06,37,Male,Married,High School,Business Owner,34717.1,648.0,1,0,Mortgage,North America,Education,24872.04,180,9.6,261.22,14.13,Approved,On-Time
LN303417,2025-04-06,31,Male,Divorced,High School,Salaried,34206.93,692.0,3,2,Mortgage,North America,Personal,9007.59,60,8.72,185.76,23.76,Approved,On-Time
LN306670,2025-04-06,24,Male,Married,Bachelor's,Salaried,45236.63,745.0,2,2,Own,Europe,Auto,31343.78,60,5.65,600.88,30.7,Approved,On-Time
LN305417,2025-04-06,43,Male,Single,Bachelor's,Self-Employed,73396.54,850.0,3,1,Rent,Europe,Auto,23274.72,240,4.75,150.41,10.05,Approved,On-Time
LN302667,2025-04-07,45,Male,Married,Master's,Business Owner,50256.36,707.0,4,2,Own,Asia,Personal,13331.1,60,7.79,268.97,27.94,Approved,On-Time
LN302372,2025-04-07,56,Male,Married,Bachelor's,Salaried,22690.75,672.0,0,2,Mortgage,North America,Personal,11250.18,60,10.54,242.03,12.8,Approved,On-Time
LN305669,2025-04-07,30,Male,Single,Bachelor's,Salaried,35005.87,653.0,2,2,Own,Europe,Debt Consolidation,10787.56,60,9.95,228.94,20.51,Approved,Defaulted
LN305538,2025-04-07,42,Male,Divorced,Master's,Salaried,78115.25,583.0,1,0,Mortgage,Europe,Auto,26317.45,12,9.61,2308.95,38.09,Approved,On-Time
LN303760,2025-04-07,41,Male,Widowed,High School,Self-Employed,48686.47,721.0,1,0,Rent,Asia,Education,34163.5,84,7.09,517.12,17.96,Approved,On-Time
LN306865,2025-04-07,27,Male,Widowed,Master's,Salaried,43672.46,752.0,0,1,Rent,South America,Personal,9715.3,36,6.77,298.96,8.21,Approved,On-Time
LN300046,2025-04-07,47,Female,Married,High School,Self-Employed,41719.35,668.0,0,4,Mortgage,Europe,Business,141485.63,12,8.66,12350.83,95.0,Approved,On-Time
LN301608,2025-04-07,53,Female,Single,PhD,Salaried,50436.32,633.0,1,4,Own,Europe,Medical,3885.16,36,9.01,123.57,7.86,Approved,On-Time
LN303262,2025-04-07,41,Female,Married,Bachelor's,Salaried,60384.75,684.0,5,2,Mortgage,North America,Auto,21890.74,84,6.99,330.28,20.77,Approved,On-Time
LN306574,2025-04-08,45,Female,Married,Bachelor's,Self-Employed,63347.01,636.0,4,0,Rent,Asia,Personal,13152.75,24,8.44,597.51,23.66,Approved,On-Time
LN304911,2025-04-08,42,Female,Widowed,High School,Business Owner,49784.88,707.0,0,2,Mortgage,Australia,Business,69170.93,84,7.91,1075.01,25.91,Approved,On-Time
LN303173,2025-04-08,30,Female,Married,Master's,Self-Employed,95905.23,626.0,1,1,Rent,North America,Business,18781.6,36,9.38,600.58,11.3,Approved,On-Time
LN304228,2025-04-08,31,Male,Married,Bachelor's,Self-Employed,44458.33,707.0,1,3,Rent,Asia,Auto,14661.81,24,6.61,653.86,24.76,Approved,On-Time
LN304856,2025-04-08,37,Female,Married,Bachelor's,Self-Employed,72554.74,650.0,0,0,Mortgage,Europe,Medical,13908.88,84,7.79,215.33,3.56,Approved,On-Time
LN303584,2025-04-08,64,Female,Single,Bachelor's,Salaried,31969.12,651.0,0,1,Mortgage,Australia,Auto,18022.7,36,8.91,572.36,21.48,Approved,On-Time
LN305231,2025-04-08,38,Male,Married,Bachelor's,Self-Employed,42736.02,850.0,2,0,Own,Asia,Debt Consolidation,18284.95,36,5.42,551.47,27.73,Approved,On-Time
LN300607,2025-04-08,28,Male,Single,Master's,Self-Employed,85285.88,764.0,0,0,Own,North America,Home,214765.15,48,6.01,5044.75,70.98,Pending,N/A
LN301974,2025-04-08,37,Male,Single,Master's,Self-Employed,31080.06,658.0,0,1,Own,North America,Debt Consolidation,17019.04,180,8.34,166.0,6.41,Approved,On-Time
LN304944,2025-04-08,26,Male,Single,Master's,Unemployed,9621.24,626.0,1,3,Mortgage,Europe,Business,69053.06,60,9.01,1433.76,95.0,Rejected,N/A
LN301355,2025-04-08,22,Male,Divorced,High School,Self-Employed,,646.0,4,4,Mortgage,North America,Home,177306.11,36,9.03,5640.76,95.0,Approved,On-Time
LN302201,2025-04-08,23,Male,Married,Bachelor's,Unemployed,9355.3,552.0,0,1,Rent,Europe,Medical,11101.41,36,12.61,371.97,47.71,Approved,On-Time
LN302001,2025-04-09,42,Other,Married,Bachelor's,Business Owner,86711.0,811.0,0,0,Own,Australia,Personal,5663.34,60,5.81,108.99,1.51,Approved,On-Time
LN305633,2025-04-09,39,Female,Married,High School,Self-Employed,107879.05,768.0,2,1,Rent,Europe,Debt Consolidation,22242.96,60,7.42,444.86,7.1,Approved,On-Time
LN306017,2025-04-09,43,Female,Married,High School,Salaried,57594.52,751.0,4,2,Own,Asia,Business,119152.07,60,6.22,2315.75,63.31,Approved,On-Time
LN306248,2025-04-09,21,Female,Widowed,High School,Salaried,33824.94,683.0,0,2,Mortgage,Asia,Education,21028.21,24,6.34,935.21,33.18,Approved,On-Time
LN302084,2025-04-09,35,Female,Divorced,Bachelor's,Self-Employed,13023.66,677.0,3,0,Own,Europe,Personal,2412.61,120,9.43,31.13,49.16,Pending,N/A
LN305691,2025-04-09,26,Female,Single,Bachelor's,Business Owner,47887.51,795.0,3,2,Mortgage,North America,Medical,1174.78,60,5.89,22.65,6.88,Approved,Late Payments
LN302091,2025-04-09,61,Female,Divorced,High School,Salaried,27020.85,744.0,1,3,Own,Australia,Personal,7537.35,60,7.07,149.5,21.48,Approved,On-Time
LN301641,2025-04-09,29,Female,Married,High School,Salaried,30806.49,701.0,2,3,Rent,Asia,Auto,24040.08,48,7.11,576.9,39.97,Approved,On-Time
LN306732,2025-04-09,34,Male,Single,PhD,Salaried,67865.7,725.0,1,0,Mortgage,Asia,Auto,22402.74,12,7.76,1946.29,39.71,Approved,On-Time
LN302101,2025-04-09,37,Female,Married,Bachelor's,Unemployed,8000.0,556.0,3,1,Mortgage,Europe,Personal,4582.94,84,11.07,78.64,95.0,Rejected,N/A
LN303919,2025-04-09,29,Female,Widowed,Bachelor's,Salaried,42511.3,776.0,0,2,Mortgage,Asia,Personal,9110.13,48,6.17,214.66,6.06,Approved,On-Time
LN302702,2025-04-10,46,Female,Single,Bachelor's,Salaried,36453.47,744.0,0,0,Rent,Europe,Business,26026.47,84,5.93,379.34,12.49,Approved,Late Payments
LN304212,2025-04-10,21,Female,Divorced,Master's,Salaried,49581.31,540.0,0,0,Own,Asia,Auto,21053.33,24,10.53,976.66,23.64,Approved,On-Time
LN301180,2025-04-10,34,Female,Single,Master's,Unemployed,14821.78,673.0,0,1,Mortgage,South America,Education,12884.16,60,8.73,265.77,21.52,Approved,On-Time
LN303720,2025-04-10,37,Male,Married,High School,Salaried,46206.0,543.0,3,0,Rent,Asia,Education,17456.55,60,11.09,380.33,17.16,Approved,Late Payments
LN306239,2025-04-10,44,Female,Single,Master's,Salaried,32621.3,684.0,1,1,Own,North America,Personal,18918.84,120,7.82,227.74,14.28,Approved,On-Time
LN305027,2025-04-10,39,Female,Married,High School,Salaried,34573.84,620.0,0,5,Rent,Asia,Personal,4367.26,48,10.21,111.21,3.86,Approved,On-Time
LN304528,2025-04-10,48,Male,Divorced,High School,Self-Employed,40117.4,707.0,0,1,Mortgage,Europe,Business,100934.01,12,9.12,8832.45,95.0,Pending,N/A
LN303167,2025-04-11,49,Female,Married,Bachelor's,Salaried,38472.36,563.0,0,1,Rent,Europe,Personal,17768.26,12,11.97,1578.44,49.23,Approved,Defaulted
LN306445,2025-04-11,52,Female,Married,Bachelor's,Salaried,38309.31,745.0,0,3,Own,Europe,Personal,13654.35,36,8.08,428.38,13.42,Approved,On-Time
LN303964,2025-04-11,33,Female,Married,Master's,Salaried,40631.03,598.0,1,4,Rent,North America,Personal,10619.83,12,10.69,937.06,37.01,Approved,Late Payments
LN306201,2025-04-11,41,Male,Divorced,Master's,Unemployed,9850.07,521.0,1,0,Mortgage,North America,Education,20443.65,48,12.06,538.96,85.41,Rejected,N/A
LN304740,2025-04-11,33,Female,Single,Bachelor's,Business Owner,42790.81,626.0,0,0,Rent,North America,Auto,15241.93,24,8.69,694.16,19.47,Approved,Defaulted
LN302793,2025-04-11,35,Female,Single,Bachelor's,Salaried,30565.47,602.0,0,0,Mortgage,Australia,Home,138446.4,84,9.89,2290.51,89.93,Approved,On-Time
LN300276,2025-04-11,42,Male,Married,Bachelor's,Salaried,82954.18,709.0,3,1,Own,South America,Auto,12796.93,12,8.15,1114.07,25.26,Approved,On-Time
LN302599,2025-04-11,40,Female,Divorced,Master's,Unemployed,18985.78,521.0,0,1,Mortgage,North America,Personal,6903.33,36,11.99,229.26,14.49,Pending,N/A
LN301987,2025-04-11,53,Female,Single,Master's,Self-Employed,31398.27,801.0,2,2,Rent,Africa,Medical,2054.36,24,6.99,91.97,28.62,Approved,On-Time
LN300733,2025-04-11,21,Male,Married,High School,Salaried,28692.44,480.0,1,5,Own,Asia,Debt Consolidation,8008.67,60,12.75,181.2,19.98,Pending,N/A
LN303271,2025-04-11,42,Male,Widowed,Master's,Business Owner,59314.22,718.0,1,1,Mortgage,North America,Home,131964.83,24,6.74,5892.86,95.0,Approved,On-Time
LN303419,2025-04-12,54,Male,Single,High School,Salaried,24979.54,497.0,0,2,Mortgage,Asia,Home,104014.5,12,12.17,9249.84,95.0,Pending,N/A
LN301752,2025-04-12,28,Male,Married,Bachelor's,Salaried,57953.44,705.0,2,0,Own,South America,Auto,12446.62,36,8.05,390.32,12.54,Approved,On-Time
LN306992,2025-04-12,36,Female,Married,Master's,Salaried,27132.81,494.0,3,0,Mortgage,Asia,Business,66069.86,60,12.18,1475.7,95.0,Rejected,N/A
LN305623,2025-04-12,33,Male,Married,High School,Business Owner,44183.72,561.0,1,5,Rent,Europe,Education,21108.52,180,11.38,244.98,9.84,Approved,On-Time
LN303408,2025-04-12,36,Male,Married,Bachelor's,Unemployed,14236.04,588.0,3,0,Rent,Africa,Business,178296.1,240,10.7,1804.09,95.0,Rejected,N/A
LN306238,2025-04-13,21,Female,Married,High School,Salaried,86989.66,698.0,2,1,Mortgage,Europe,Business,72349.36,36,7.6,2253.84,38.39,Approved,On-Time
LN302709,2025-04-13,29,Male,Married,Master's,Self-Employed,61378.4,627.0,1,0,Mortgage,Asia,Home,171255.82,48,9.3,4286.15,88.33,Pending,N/A
LN303721,2025-04-13,26,Male,Married,Bachelor's,Business Owner,35648.15,651.0,0,0,Mortgage,Asia,Personal,15044.19,48,9.5,377.96,12.72,Approved,On-Time
LN304750,2025-04-13,27,Male,Married,High School,Salaried,47487.13,780.0,0,1,Mortgage,North America,Debt Consolidation,24151.59,60,9.44,506.52,12.8,Approved,On-Time
LN302598,2025-04-13,21,Female,Married,Bachelor's,Salaried,45071.74,569.0,1,5,Rent,Asia,Home,83890.61,180,10.25,914.37,31.76,Approved,On-Time
LN303231,2025-04-13,30,Female,Single,Master's,Business Owner,46415.74,778.0,1,0,Rent,North America,Home,178496.42,48,5.83,4178.1,95.0,Approved,Late Payments
LN306766,2025-04-13,33,Male,Widowed,Master's,Salaried,56182.7,628.0,1,0,Mortgage,Europe,Auto,25675.52,60,8.94,532.23,17.36,Approved,On-Time
LN305782,2025-04-13,30,Female,Married,Bachelor's,Salaried,35874.96,679.0,2,1,Rent,North America,Business,70170.66,48,7.63,1700.91,77.55,Pending,N/A
LN301054,2025-04-13,28,Female,Divorced,Bachelor's,Salaried,30841.03,712.0,0,0,Rent,Europe,Personal,8749.55,24,8.03,395.84,15.4,Approved,On-Time
LN304518,2025-04-13,33,Male,Married,Bachelor's,Salaried,42902.7,700.0,0,2,Rent,Europe,Auto,37351.66,84,8.03,582.73,16.3,Approved,On-Time
LN301699,2025-04-13,29,Male,Married,High School,Salaried,28908.32,766.0,0,0,Rent,North America,Medical,14164.86,180,5.84,118.31,4.91,Approved,On-Time
LN300943,2025-04-13,42,Male,Divorced,PhD,Salaried,50885.91,722.0,1,0,Mortgage,Asia,Home,95419.14,24,5.6,4211.86,95.0,Approved,On-Time
LN302505,2025-04-14,44,Female,Married,Bachelor's,Business Owner,67294.96,734.0,4,0,Mortgage,North America,Auto,19249.02,120,7.0,223.5,10.87,Approved,On-Time
LN304415,2025-04-14,39,Male,Widowed,Bachelor's,Business Owner,47198.93,716.0,0,1,Own,North America,Business,90559.95,24,6.75,4044.35,95.0,Approved,Late Payments
LN303941,2025-04-14,62,Female,Single,PhD,Self-Employed,32819.95,754.0,1,4,Own,Asia,Debt Consolidation,21608.02,48,6.85,515.93,31.25,Approved,On-Time
LN305028,2025-04-14,36,Male,Single,Bachelor's,Salaried,52149.45,694.0,1,1,Mortgage,Europe,Auto,18753.57,48,8.27,460.21,15.44,Approved,Late Payments
LN301125,2025-04-14,38,Male,Single,Bachelor's,Business Owner,78377.45,721.0,0,0,Rent,Asia,Personal,13449.85,24,6.83,601.15,9.2,Approved,On-Time
LN300695,2025-04-14,66,Female,Married,Master's,Self-Employed,63340.69,749.0,1,1,Rent,North America,Home,168131.96,180,4.81,1313.0,29.94,Approved,On-Time
LN304939,2025-04-14,26,Other,Divorced,Bachelor's,Salaried,56247.42,733.0,5,1,Rent,Europe,Home,58542.74,48,5.84,1370.59,56.49,Approved,Late Payments
LN302149,2025-04-14,24,Male,Single,Bachelor's,Salaried,41574.77,626.0,3,3,Own,North America,Auto,22365.48,48,10.53,572.96,41.31,Approved,Defaulted
LN303009,2025-04-14,46,Female,Married,High School,Salaried,42656.53,648.0,0,2,Mortgage,Asia,Home,205384.85,120,9.32,2637.43,74.2,Approved,On-Time
LN301320,2025-04-14,55,Male,Married,Bachelor's,Salaried,32002.79,652.0,4,0,Own,Asia,Education,13116.51,36,8.23,412.42,56.75,Approved,On-Time
